Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Ankorstore Casing (product.metafields.asc.casing),Ankorstore VAT (product.metafields.asc.vat),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Ingrédient actif (product.metafields.shopify.active-ingredient),Tranche d’âge (product.metafields.shopify.age-group),Zone du corps (product.metafields.shopify.body-area),Couleur (product.metafields.shopify.color-pattern),Effet conditionneur (product.metafields.shopify.conditioner-effect),Ingrédients constitutifs (product.metafields.shopify.constitutive-ingredients),Fonction cosmétique (product.metafields.shopify.cosmetic-function),Tissu (product.metafields.shopify.fabric),Finition soin des cheveux (product.metafields.shopify.hair-care-finish),Articles de soins capillaires inclus (product.metafields.shopify.hair-care-items-included),Type de perte de cheveux (product.metafields.shopify.hair-loss-type),Type de cheveux (product.metafields.shopify.hair-type),Niveau de maintien (product.metafields.shopify.hold-level),Matériel (product.metafields.shopify.material),Type de crème hydratante (product.metafields.shopify.moisturizer-type),Type d’emballage (product.metafields.shopify.package-type),Certifications et normes de produits (product.metafields.shopify.product-certifications-standards),Forme du produit (product.metafields.shopify.product-form),Effet soin de la peau (product.metafields.shopify.skin-care-effect),Caractéristiques des soins de la peau (product.metafields.shopify.skin-care-features),Convient au type de cheveux (product.metafields.shopify.suitable-for-hair-type),Convient au type de peau (product.metafields.shopify.suitable-for-skin-type),Sexe cible (product.metafields.shopify.target-gender),Objectif du traitement (product.metafields.shopify.treatment-objective),Type de traitement (product.metafields.shopify.treatment-type),Type d’utilisation (product.metafields.shopify.usage-type),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
naba-collections-lace-straight-bob-14,"Naba Collections - LACE STRAIGHT BOB 14""","<p>La <strong data-start=""6457"" data-end=""6482"">Lace Straight Bob 14""</strong> est un best-seller : coupe droite, moderne et très appréciée en boutique.<br><br><strong data-start=""1032"" data-end=""1058"">Couleurs disponibles :</strong> 1, 1B, 2, 4, 30, 33, 27, T4/27, T1B/30</p>",Naba Collection,Apparel & Accessories > Clothing Accessories > Hair Accessories > Wigs,ACCESSOIRES,Perruque,true,Color,1,,,,,,,,NCW0046,0.0,,0,deny,manual,28.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0864/3087/5985/files/NabaCollections-LACESTRAIGHTBOB14.png?v=1767283468,1,"Naba Collections - LACE STRAIGHT BOB 14"" WIG",false,"Naba Collections- LACE STRAIGHT BOB 14"" Perruque |ABS France Wholesale","Bob lace lisse, moderne et facile à vendre. Produit incontournable B2B.",181,,adult,,,,,,,,,,,,,adultes,,brown; bronze; black; brown-1; beige; noir,,,,,,,,straight,,,,,,,,,,,feminin,,,,,g,,,active
naba-collections-lace-straight-bob-14,,,,,,,,,1B,,,,,,,,NCW0047,0.0,,0,deny,manual,28.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
naba-collections-lace-straight-bob-14,,,,,,,,,2,,,,,,,,NCW0048,0.0,,0,deny,manual,28.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
naba-collections-lace-straight-bob-14,,,,,,,,,4,,,,,,,,NCW0049,0.0,,0,deny,manual,28.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
naba-collections-lace-straight-bob-14,,,,,,,,,30,,,,,,,,NCW0050,0.0,,0,deny,manual,28.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
naba-collections-lace-straight-bob-14,,,,,,,,,33,,,,,,,,NCW0051,0.0,,0,deny,manual,28.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
naba-collections-lace-straight-bob-14,,,,,,,,,27,,,,,,,,NCW0052,0.0,,0,deny,manual,28.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
naba-collections-lace-straight-bob-14,,,,,,,,,T4/27,,,,,,,,NCW0053,0.0,,0,deny,manual,28.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
naba-collections-lace-straight-bob-14,,,,,,,,,T1B/30,,,,,,,,NCW0054,0.0,,0,deny,manual,28.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
leisure-curl-extra-hold-neutralizer-946ml,Leisure Curl Extra Hold Neutralizer 946ml,"<p>Le <strong data-start=""445"" data-end=""484"">Leisure Curl Extra Hold Neutralizer</strong> est spécialement formulé pour stopper l’action chimique après un défrisage ou une permanente texturisante. Il aide à rééquilibrer le pH du cheveu tout en assurant une <strong data-start=""652"" data-end=""682"">tenue maximale des boucles</strong>. Indispensable en salon et très recherché pour les routines professionnelles cheveux texturés.</p>",Leisure Curl,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,COIFFURE,"Activateur&Definiseur de Boucles, Lait Coiffant",true,Title,Default Title,,,,,,,,LEC0001,0.0,,0,deny,manual,17.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0864/3087/5985/files/Leisure_Curl_Extra_Hold_Neutralizer_946_mL.png?v=1767446239,1,Leisure Curl Extra Hold Neutralizer bottle on a white background,false,Leisure Curl - Extra Hold Neutralizer (946 mL) | ABS France Wholesale,Neutralisant professionnel à tenue extra forte pour cheveux texturés. Idéal après défrisage ou permanente. Disponible chez ABS France Wholesale.,1901,,,,,,,,,,,,,,,,,,,,,,,,,curly; wavy,strong,,,,,liquid,,,,,unisex,,,,,g,,,active
leisure-curl-extra-hold-neutralizer-946ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0864/3087/5985/files/LeisureCurlExtraHoldNeutralizer946mLB.webp?v=1767446058,2,Le Leisure Curl Extra Hold Neutralizer est spécialement formulé pour stopper l’action chimique après un défrisage ou une permanente texturisante. Il aide à rééquilibrer le pH du cheveu tout en assurant une tenue maximale des boucles. Indispensable en salon et très recherché pour les routines professionnelles cheveux texturés.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leisure-curl-booster-ultimate-strength-473-ml,Leisure Curl Booster Ultimate Strength 473 mL,"<p>Le <strong data-start=""1722"" data-end=""1764"">Leisure Curl Booster Ultimate Strength</strong> est un activateur de boucles concentré, conçu pour renforcer la définition et la résistance des cheveux texturés. Idéal pour compléter les services de permanente ou d’entretien des curls en salon.</p>",Leisure Curl,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,COIFFURE,Activateur&Definiseur de Boucles,true,Title,Default Title,,,,,,,,LEC0002,0.0,,0,deny,manual,6.50,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0864/3087/5985/files/LeisureCurlBoosterUltimateStrength473mL.webp?v=1767446822,1,Leisure Curl Booster (Ultimate Strength) 473 mL bottle on a white background,false,Leisure Curl – Booster (Ultimate Strength) 473mL |ABS France Wholesale,Activateur de boucles professionnel à force maximale pour cheveux texturés. Produit essentiel pour salons. Chez ABS France Wholesale.,1901,,,,,,,,,,,,,,,,,,,,,,,,,curly; wavy,strong,,,,,liquid,,,,,unisex,,,,,g,,,active
leisure-curl-booster-ultimate-strength-473-ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0864/3087/5985/files/LeisureCurlBoosterUltimateStrength473mLB.webp?v=1767446953,2,Backside of Leisure Curl Booster (Ultimate Strength) 473 mL bottle on a white background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leisure-curl-cold-wave-regular-41-oz,Leisure Curl Cold Wave Regular 41 OZ,"<p>Le <strong data-start=""2861"" data-end=""2895"">Leisure Curl Cold Wave Regular</strong> est une solution texturisante conçue pour créer des boucles régulières et naturelles sur cheveux texturés. Formule fiable et performante, adaptée à un usage professionnel en salon.</p>",Leisure Curl,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,COIFFURE,"Autres, Defrisage&Assouplissant, Lissage",true,Title,Default Title,,,,,,,,LEC0003,0.0,,0,deny,manual,17.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0864/3087/5985/files/LeisureCurlColdWaveRegular41OZ.webp?v=1767447317,1,Leisure Curl Cold Wave Regular 41 OZ product container on a white background,false,Leisure Curl - Cold Wave (Regular) 41 Oz | ABS France Wholesale,Solution cold wave professionnelle pour boucles régulières et naturelles. Idéale pour services coiffure texturée. ABS France Wholesale.,1901,,,,,,,,,,,,,,,,,,,,,,,,,curly; wavy,medium,,,,,cream; paste,,,,,unisex,,,,,g,,,active
leisure-curl-cold-wave-regular-41-oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0864/3087/5985/files/LeisureCurlColdWaveRegular41OZB.webp?v=1767447411,2,Back view of Leisure Curl Cold Wave Regular 41 OZ product container on a white background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leisure-curl-cold-wave-ultimate-strength-41-oz,Leisure Curl Cold Wave Ultimate Strength 41 OZ,"<p>Le <strong data-start=""3919"" data-end=""3963"">Leisure Curl Cold Wave Ultimate Strength</strong> est destiné aux cheveux résistants nécessitant une action renforcée. Il permet de créer des boucles durables et bien structurées, très apprécié par les professionnels spécialisés cheveux texturés.</p>",Leisure Curl,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,COIFFURE,"Autres, Defrisage&Assouplissant, Lissage",true,Title,Default Title,,,,,,,,LEC0004,0.0,,0,deny,manual,17.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0864/3087/5985/files/LeisureCurlColdWaveUltimateStrength41OZ.webp?v=1767448601,1,Leisure Curl Cold Wave (Ultimate Strength) 41 oz product container on a white background,false,Leisure Curl- Cold Wave (Ultimate Strength) 41oz |ABS France Wholesale,Cold wave à force maximale pour cheveux résistants et texturés. Performance professionnelle chez ABS France Wholesale.,1901,,,,,,,,,,,,,,,,,,,,,,,,,curly; wavy,strong,,,,,cream; paste,,,,,unisex,,,,,g,,,active
leisure-curl-cold-wave-ultimate-strength-41-oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0864/3087/5985/files/LeisureCurlColdWaveUltimateStrength41OZB.webp?v=1767448666,2,Back view of Leisure Curl Cold Wave (Ultimate Strength) 41 oz product container on a white background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jam-savon-turmeric-gluta-collagene,JAM Savon Turmeric Gluta Collagène,"<p>Savon éclaircissant formulé au curcuma, glutathion et collagène. Nettoie la peau en profondeur tout en aidant à unifier le teint, améliorer l’éclat et préserver l’élasticité. Idéal pour boutiques, instituts et revente cosmétique.</p>",JAM,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Bar Soap,CORPORELS,Savon,true,Title,Default Title,,,,,,,,JAM0001,0.0,,-4,deny,manual,1.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0864/3087/5985/files/JamTurmericGlutaCollagenSoap.png?v=1767454196,1,JAM - Turmeric Gluta Collagen Soap 15g,false,JAM - Savon Turmeric Gluta Collagène - Savon | ABS France Wholesale,"Savon au curcuma, glutathion et collagène pour nettoyage et éclat du teint. Parfait pour la revente professionnelle chez ABS France Wholesale.",2503,,adult,,,,,,,,,,,,,adultes,,,,,,,,,,,,,,,,,,,,tous-types-de-peau,,,,,,g,,,active
vipada-savon-carotte-orange,Vipada Savon Carotte & Orange,"<p>Savon éclaircissant à base de carotte et d’orange, reconnu pour ses propriétés revitalisantes et unifiantes. Aide à améliorer l’éclat naturel de la peau et convient à une clientèle régulière.</p>",Vipada,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Bar Soap,CORPORELS,Savon,true,Title,Default Title,,,,,,,,VIA0001,0.0,,-3,deny,manual,1.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0864/3087/5985/files/VipadaSavonCarotteOrange.png?v=1767457952,1,Vipada - Carrot & Orange Soap,false,Vipada - Savon Carotte & Orange - Savon | ABS France Wholesale,Savon à la carotte et à l’orange pour peau lumineuse et uniforme. Produit idéal pour revente chez ABS France Wholesale.,2503,,adult,,,,,,,,,,,,,adultes,,,,,,,,,,,,,,,,,,,,tous-types-de-peau,,,,,,g,,,active
vipada-savon-carotte-orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0864/3087/5985/files/VipadaSavonCarotteOrange_1.png?v=1767458009,2,BacK View of Vipada - Carrot & Orange Soap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jam-savon-anti-acne,JAM Savon Anti-Acné,"<p>Savon purifiant conçu pour les peaux sujettes aux imperfections. Nettoie en profondeur, aide à réduire l’excès de sébum et favorise une peau plus nette. Adapté à une utilisation régulière.</p>",JAM,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Bar Soap,CORPORELS,Savon,true,Title,Default Title,,,,,,,,JAM0002,0.0,,-4,deny,manual,1.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0864/3087/5985/files/JamSavonanti-acne.png?v=1767458206,1,Blue bar of Jam Acne Soap with packaging featuring a woman's face on a white background,false,JAM- Savon Anti-Acné - Savon Nettoyant Purifiant |ABS France Wholesale,Savon anti-acné pour peaux à imperfections. Nettoyage profond et action purifiante pour revente professionnelle.,2503,,,,,,,,,,,,,,,adultes; teens,,,,,,,,,,,,,,,,,,,,oily; problem,,,,,,g,,,active
jam-savon-au-lait-de-riz,JAM Savon au Lait de Riz,"<p>Savon doux enrichi en lait de riz, reconnu pour ses propriétés adoucissantes et éclaircissantes. Aide à unifier le teint et améliorer la texture de la peau.</p>",JAM,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Bar Soap,CORPORELS,Savon,true,Title,Default Title,,,,,,,,JAM0003,0.0,,-3,deny,manual,1.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0864/3087/5985/files/JAMSavonaulaitderiz.png?v=1767458521,1,JAM - Rice Milk Soap packaging with green and blue design on a white background,false,JAM - Savon au Lait de Riz - Savon Unifiant | ABS France Wholesale,Savon au lait de riz pour peau douce et teint uniforme. Idéal pour la vente professionnelle chez ABS France Wholesale.,2503,,adult,,,,,,,,,,,,,all-ages,,,,,,,,,,,,,,,,,,,,tous-types-de-peau,,,,,,g,,,active
jam-savon-au-lait-de-riz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0864/3087/5985/files/JAM_Savon_au_lait_de_riz_1.png?v=1767458535,2,Four bars of JAM Rice Milk Soap with a visible brand label on a white background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
magic-collection-bonnet-de-douche-impermeable-21-xl-noir,"Magic Collection Bonnet de Douche Imperméable 21"" XL Noir","<p>Bonnet de douche imperméable XL 21"", conçu pour protéger les coiffures et les cheveux de l’humidité. Format large adapté aux tresses, perruques et locks. Idéal pour revente accessoires.</p>
<p> </p>",Magic / Murry Collection,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Shower Caps,ACCESSOIRES,"Autres, Bonnets",true,Title,Default Title,,,,,,,,MCN0001,0.0,,0,deny,manual,0.99,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0864/3087/5985/files/MagicCollectionbonnetdedoucheimpermeable21XLnoir.png?v=1767458791,1,Magic Collection Black shower cap packaging with a model wearing the cap on a white background,false,"Magic Collection - Bonnet de Douche 21"" XL Noir | ABS France Wholesale",Bonnet de douche imperméable XL pour protection capillaire. Accessoire pratique pour boutiques et salons professionnels.,4049,,,,,,,,,,,,,,,,,black,,,,,,,,,,plastic; synthetic,,,,,,,,,,,,,,g,,,active
cantu-kids-curl-refresher-237ml,Cantu Kids Curl Refresher 237ml,"<p>Spray rafraîchissant pour cheveux enfants texturés. Ravive l’hydratation, facilite le démêlage et redonne souplesse aux boucles entre deux coiffages.</p>",Cantu,Health & Beauty > Personal Care > Hair Care > Hair Styling Products > Hair Sprays,CHEVEUX,Coiffant Enfant,true,Title,Default Title,,,,,,,,CAN043,0.0,,0,deny,manual,4.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0864/3087/5985/files/Cantu_Kids_Curl_Refresher_237ml.jpg?v=1768899497,1,Cantu for Kids Curl Refresher 237ml spray bottle by ABS France Wholesale,false,Cantu - Kids Curl Refresher – Cheveux Enfant | ABS France Wholesale ,"Spray hydratant pour boucles enfant, idéal pour usage professionnel. Disponible chez ABS France Wholesale.",1901,,,,,,,,,,,,,,,,,,,shea-butter; coconut-oil; honey,,,,,,curly; wavy,,,,,,spray,,,,,unisex; unisexe,,,,,g,,,active
shea-moisture-daily-hydration-conditioner-384ml,Shea Moisture 100% Virgin Coconut Oil Daily Hydration Conditioner 384ml,"<p data-start=""835"" data-end=""998"">Après-shampooing hydratant enrichi en huile de coco vierge pour nourrir, adoucir et faciliter le démêlage des cheveux secs et texturés.<strong data-start=""1000"" data-end=""1014""></strong></p>",Shea Moisture,Health & Beauty > Personal Care > Hair Care > Shampoo & Conditioner > Conditioners,CHEVEUX,Apres Shampooing,true,Title,Default Title,,,,,,,,SM0006,0.0,,0,deny,manual,8.50,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0864/3087/5985/files/Shea_Moisture_Daily_Hydration_Conditioner.png?v=1768901490,1,Shea Moisture 100% Virgin Coconut Oil Daily Hydration Conditioner 384ml bottle by ABS France Wholesale,false,Shea Moisture Daily Hydration Conditioner 384ml | ABS France Wholesale,100% Virgin Coconut Oil Daily Hydration Conditioner Soin hydratant à l’huile de coco pour cheveux secs et naturels. Produit professionnel ABS France Wholesale.,543616,,adult,,,,,,,,,,,,,adultes; all-ages,,,moisturizing; nourishing; smoothing,coconut-oil; acacia-honey,,,,,,,,,,,fair-trade,,,,sec; all-hair-types,,unisex,,,,,g,,,active
eco-styler-coconut-oil-gel-5lb,Eco Styler Coconut Oil Gel 5lb,"<p>Gel coiffant professionnel à fixation durable, enrichi en huile de coco pour brillance et contrôle longue durée. Grand format salon.</p>",Eco Styler,Health & Beauty > Personal Care > Hair Care > Hair Styling Products > Hair Gels,COIFFURE,Cire & Gel,true,Title,Default Title,,,,,,,,ECO031,0.0,,0,deny,manual,9.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0864/3087/5985/files/Eco_Styler_Coconut_Oil_Gel_5lb.png?v=1768905217,1,Eco Styler - Coconut Oil Gel 5lb - ABS France Wholesale,false,Eco Styler - Coconut Oil Styling Gel 5lb | ABS France Wholesale,Gel coiffant professionnel grand format pour cheveux texturés. Disponible chez ABS France Wholesale.,1901,,,,,,,,,,,,,,,,,,,coconut-oil,,,glossy; brillant,,,curly; dry; normal; straight; wavy,strong,,,,,gel,,,,,unisex,,,,,g,,,active
dax-green-gold-14oz,DAX Green & Gold 14oz,"<p>Pommade nourrissante formulée pour hydrater le cuir chevelu sec, réduire la casse et améliorer la maniabilité des cheveux.</p>",Dax,Health & Beauty > Personal Care > Hair Care > Hair Styling Products > Hair Pomades & Waxes,COIFFURE,Cire & Gel,true,Title,Default Title,,,,,,,,DAX009,0.0,,0,deny,manual,4.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0864/3087/5985/files/DAX_Green_and_Gold.jpg?v=1768906304,1,DAX Green and Gold hair wax container by ABS France Wholesale,false,DAX Green & Gold 14oz | ABS France Wholesale,Pommade capillaire nourrissante pour cheveux secs. Usage professionnel ABS France Wholesale.,1901,,,,,,,,,,,,,,,,,,,,,,glossy; brillant,,,curly; straight; wavy; normal; dry,strong,,,,,,,,,,unisex,,,,,g,,,active
dax-green-gold-7oz,DAX Green & Gold 7.5oz,<p>Version compacte de la pommade DAX Green &amp; Gold pour hydratation quotidienne et coiffage souple.</p>,Dax,Health & Beauty > Personal Care > Hair Care > Hair Styling Products > Hair Pomades & Waxes,COIFFURE,Cire & Gel,true,Title,Default Title,,,,,,,,DAX010,0.0,,0,deny,manual,3.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0864/3087/5985/files/DAX_Green_and_Gold.jpg?v=1768906304,1,DAX Green and Gold hair wax container by ABS France Wholesale,false,DAX Green & Gold 7.5oz | ABS France Wholesale,Pommade capillaire hydratante format pratique. Disponible chez ABS France Wholesale.,,,,,,,,,,,,,,,,,,,,,,,brillant,,,curly; straight; wavy; normal; dry,strong,,,,,,,,,,unisex,,,,,g,,,active
african-pride-shea-miracle-bouncy-curl-pudding-15oz,African Pride Shea Miracle Bouncy Curl Pudding 15oz,"<p>Crème définissante pour boucles souples, rebondies et sans frisottis. Idéale pour cheveux bouclés et crépus.</p>",African Pride,Health & Beauty > Personal Care > Hair Care > Hair Styling Products > Hair Creams & Lotions,COIFFURE,Crème Coiffante,true,Title,Default Title,,,,,,,,AP0036,0.0,,0,deny,manual,4.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0864/3087/5985/files/African_Pride_Shea_Miracle_Bouncy_Curl_Pudding.jpg?v=1768916558,1,African Pride Shea Miracle Bouncy Curls Pudding 15oz jar by ABS France Wholesale,false,African Pride - Shea Miracle Bouncy Curl Pudding |ABS France Wholesale,Crème définissante pour boucles naturelles. Produit professionnel ABS France Wholesale.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
african-pride-shea-miracle-bouncy-curl-pudding-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0864/3087/5985/files/African_Pride_Shea_Miracle_Bouncy_Curl_Pudding_HTU.jpg?v=1768916619,2,African Pride Shea Miracle Bouncy Curl Pudding 15oz by ABS France Wholesale with usage instructions on a beige background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african-pride-shea-miracle-bouncy-curl-pudding-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0864/3087/5985/files/African_Pride_Shea_Miracle_Bouncy_Curl_Pudding_ING.jpg?v=1768916688,3,African Pride Shea Miracle Bouncy Curl Pudding by ABS France Wholesale with key ingredients Shea Butter & Mango Butter highlighted on a beige background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african-pride-shea-miracle-bouncy-curl-pudding-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0864/3087/5985/files/African_Pride_Shea_Miracle_Bouncy_Curl_Pudding_size.jpg?v=1768916732,4,African Pride Shea Miracle Bouncy Curl Pudding 15oz jar by ABS France Wholesale held in a hand with measurements shown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african-pride-shea-miracle-bouncy-curl-pudding-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0864/3087/5985/files/African_Pride_Shea_Miracle_Bouncy_Curl_Pudding_back.jpg?v=1768916787,5,Back view of African Pride Shea Miracle Bouncy Curl Pudding 15oz jar by ABS France Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african-pride-shea-miracle-bouncy-curl-pudding-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0864/3087/5985/files/African_Pride_Shea_Miracle_Bouncy_Curl_Pudding_side.jpg?v=1768916819,6,Side view of African Pride Shea Miracle Bouncy Curl Pudding 15oz jar by ABS France Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african-pride-shea-miracle-silky-curls-hair-moisturizer-12oz,African Pride Shea Miracle Silky Curls Hair Moisturizer 12oz,"<p data-start=""2788"" data-end=""2915"">Crème hydratante quotidienne qui adoucit les cheveux secs et améliore leur brillance sans alourdir.<strong data-start=""2917"" data-end=""2931""></strong></p>",African Pride,Health & Beauty > Personal Care > Hair Care > Hair Styling Products > Hair Creams & Lotions,CHEVEUX,"Activateur&Definiseur de Boucles, Crème Coiffante",true,Title,Default Title,,,,,,,,AP0037,0.0,,0,deny,manual,4.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0864/3087/5985/files/African_Pride_Shea_Miracle_Silky_Curls_Hair_Moisturizer.png?v=1768919873,1,African Pride Shea Miracle Silky Curls Hair Moisturizer 355ml/12oz - ABS France Wholesale,false,African Pride Shea Miracle Silky Hair Moisturizer ABS France Wholesale,Hydratant capillaire pour cheveux secs et texturés. Disponible chez ABS France Wholesale.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
african-pride-shea-miracle-silky-curls-hair-moisturizer-12oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0864/3087/5985/files/African_Pride_Shea_Miracle_Silky_Curls_Hair_Moisturizer_Back.png?v=1768919910,2,Back side of African Pride Shea Miracle Silky Curls Hair Moisturizer 12oz by ABS France Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african-pride-shea-miracle-silky-curls-hair-moisturizer-12oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0864/3087/5985/files/African_Pride_Shea_Miracle_Silky_Curls_Hair_Moisturizer_ING.jpg?v=1768920011,3,Key Ingredients of African Pride Shea Miracle Silky Curls Hair Moisturizer 12oz by ABS France Wholesale ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african-pride-shea-miracle-silky-curls-hair-moisturizer-12oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0864/3087/5985/files/African_Pride_Shea_Miracle_Silky_Curls_Hair_Moisturizer_Scale.jpg?v=1768920052,4,Measurement of African Pride Shea Miracle Silky Curls Hair Moisturizer 12oz by ABS France Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
